V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15
328	367	141	381	286	158	207	196	379	343	384	224	243	40	22
128	18	139	231	170	270	56	300	136	22	400	233	321	221	310
102	68	334	159	403	362	184	82	214	40	20	149	22	29	182
23	219	335	87	370	121	29	106	190	110	79	151	104	266	32
350	318	268	44	39	147	210	29	197	35	269	285	96	221	347
168	305	91	85	355	303	234	383	64	292	23	114	260	324	388
32	201	385	22	372	68	45	113	107	41	369	264	90	12	86
325	387	345	263	317	72	294	34	364	94	185	140	29	329	27
364	163	389	264	344	290	22	339	118	309	175	98	365	151	129
99	358	363	247	184	232	383	272	289	168	167	380	191	337	225
359	382	112	217	127	67	18	349	307	19	84	11	32	265	115
276	11	186	7	37	349	246	197	145	85	181	179	94	378	63
132	265	341	128	94	137	204	223	152	324	401	229	239	396	180
351	102	271	226	392	325	152	166	319	378	53	229	244	73	192
52	33	354	21	48	173	287	19	149	331	145	85	56	242	2
314	61	321	128	372	211	7	373	352	218	214	105	346	259	403
152	325	358	150	286	283	171	278	219	386	397	282	399	266	206
266	120	253	265	279	315	269	146	289	8	257	284	16	247	125
236	103	305	303	117	301	229	47	269	58	225	10	224	329	126
57	20	85	393	242	32	376	280	225	107	318	219	332	24	223
158	115	61	270	71	291	233	200	148	307	217	333	393	363	81
280	222	251	354	295	342	69	25	130	163	125	168	210	321	108
192	348	91	235	73	40	21	199	268	151	76	255	399	17	313
246	89	200	83	318	256	247	93	254	333	352	154	120	149	234
3	284	153	130	194	302	45	202	294	1	356	341	396	207	343
361	47	104	347	382	308	397	400	367	38	51	211	165	222	283
302	328	389	256	167	346	115	230	390	349	162	25	221	133	392
183	30	275	75	208	132	196	151	150	194	313	345	267	38	303
148	361	44	330	290	143	251	310	113	196	55	26	170	67	192
104	320	359	330	220	351	119	173	64	401	123	348	167	377	86
23	280	240	86	81	226	145	259	358	326	11	114	94	189	363
363	118	311	188	296	210	22	125	243	252	189	393	133	318	209
315	95	397	267	238	145	59	94	101	38	351	37	167	154	20
395	362	301	124	205	224	357	300	190	394	194	289	384	112	332
154	296	165	185	303	112	143	59	8	375	162	119	216	233	215
128	139	202	76	196	21	57	338	217	184	305	73	79	220	146
165	354	240	237	14	239	325	226	57	187	326	221	89	39	87
322	319	387	364	293	97	43	305	88	205	397	17	116	248	306
222	131	314	115	46	376	218	102	197	155	117	120	140	258	76
117	21	267	119	144	96	113	245	189	82	49	148	85	59	385
375	215	333	320	30	340	12	116	58	383	402	314	160	28	297
72	191	323	75	283	349	351	241	342	375	153	147	197	374	389
106	83	23	275	149	402	283	287	101	60	335	353	239	17	293
181	260	157	349	106	384	89	189	110	48	96	43	386	31	282
243	280	156	214	128	378	264	234	34	325	2	341	222	337	383
249	306	24	128	36	93	220	194	118	151	174	370	49	324	186
363	88	64	289	167	181	273	42	344	128	79	191	306	215	345
58	311	33	401	124	359	125	123	106	59	315	38	248	156	104
268	323	299	258	76	310	172	366	16	391	133	34	52	322	192
359	59	137	268	318	257	264	174	194	187	10	293	76	54	316
16	95	64	339	369	31	150	109	135	394	149	67	294	230	205
23	265	184	48	322	2	313	142	372	280	143	392	93	371	381
84	252	9	178	339	234	50	380	210	335	314	284	206	29	213
140	152	297	156	333	247	261	133	385	128	260	335	51	35	318
249	105	324	328	175	170	383	294	227	229	355	44	278	395	180
289	37	55	90	380	39	150	343	335	214	313	338	333	354	303
274	354	245	221	224	43	129	72	345	270	70	29	148	130	213
399	364	392	137	360	16	292	44	297	107	94	26	370	92	184
230	270	144	37	9	320	357	360	338	217	275	259	72	326	292
366	188	21	148	50	244	337	394	170	102	371	384	16	169	143
129	42	204	100	269	51	85	264	181	103	33	379	226	304	357
316	30	151	192	58	296	241	271	369	182	221	295	400	93	289
298	305	151	184	24	389	275	345	213	62	322	349	56	45	156
254	399	375	308	124	190	345	1	81	145	279	32	62	10	70
183	150	385	367	83	259	319	357	341	281	334	267	28	240	142
199	216	186	212	214	79	350	305	271	307	236	73	35	191	57
77	3	180	107	131	343	386	252	293	32	355	84	369	156	309
42	190	334	170	204	47	20	376	235	349	206	22	228	210	316
155	198	90	134	312	360	375	87	279	66	13	322	278	362	289
331	307	167	290	402	306	135	333	275	235	131	71	102	266	309
296	25	74	85	157	370	354	199	343	103	110	344	11	338	245
370	14	259	277	321	378	45	165	129	199	171	270	228	232	204
205	187	16	136	271	71	141	8	278	4	293	252	380	79	361
261	155	8	163	179	74	42	120	100	381	371	354	257	402	369
242	144	160	46	268	251	314	66	14	177	109	39	5	82	308
376	4	369	394	172	130	345	225	264	15	97	63	204	302	173
309	1	23	400	199	72	282	50	354	98	403	208	306	165	207
325	13	181	359	85	314	207	236	155	358	106	392	186	194	150
176	120	296	341	386	42	197	209	82	170	351	345	146	346	355
220	322	259	342	371	118	222	18	339	269	390	329	44	3	401
356	148	240	264	285	31	138	261	191	385	72	317	151	45	290
189	15	164	117	170	320	300	48	52	291	142	237	185	274	106
231	51	113	287	173	5	100	171	393	264	230	161	124	74	71
302	176	282	309	245	257	399	149	12	184	263	52	233	133	166
193	316	22	24	190	358	356	318	95	100	170	278	310	293	21
234	141	197	99	229	27	179	255	277	292	120	367	355	83	1
278	200	57	287	61	249	40	159	161	27	47	209	379	92	250
168	134	206	91	306	259	1	48	66	145	266	247	105	180	373
68	228	268	173	119	316	299	95	114	238	129	4	242	207	225
136	159	113	116	338	13	126	231	294	356	381	145	205	298	401
192	299	208	272	293	263	350	168	329	204	162	252	266	398	402
93	255	272	130	73	100	239	40	75	281	107	343	301	367	365
40	94	257	311	323	137	167	246	335	19	364	190	66	67	107
28	76	251	387	290	356	61	84	352	344	388	180	19	393	237
25	165	128	163	296	104	283	368	357	358	55	307	17	395	403
396	166	152	30	381	85	113	132	125	53	377	87	304	325	398
19	75	214	103	46	383	223	305	182	86	188	357	299	219	359
351	220	285	39	155	398	192	199	292	97	358	397	250	126	236
340	39	250	334	254	282	46	151	375	80	8	115	283	58	289
214	280	128	161	211	275	369	384	320	397	244	78	116	235	365
247	399	107	305	187	67	352	148	357	2	11	29	166	301	359
199	212	92	305	387	22	395	26	102	256	295	138	195	48	226
234	179	23	337	29	140	273	71	378	33	297	238	8	124	352
195	6	336	227	301	141	102	282	60	53	250	292	305	326	167
383	345	311	376	189	401	363	390	343	200	7	72	85	374	150
283	360	25	89	399	214	36	78	298	353	270	390	190	344	134
279	366	253	369	187	134	188	40	272	14	283	76	258	298	255
252	111	168	256	35	215	240	371	291	208	13	245	115	196	376
3	82	307	349	167	226	40	9	351	313	326	29	394	348	17
168	44	136	243	79	165	27	335	342	66	12	259	264	353	331
209	17	94	352	103	205	376	238	82	122	210	247	92	290	32
324	175	312	396	84	34	294	273	190	134	244	278	24	9	371
156	332	109	398	158	110	322	186	200	337	356	315	241	17	72
239	298	64	382	198	373	73	53	340	210	366	127	82	96	144
61	277	366	310	117	17	216	213	204	315	219	107	162	389	2
213	231	246	337	282	109	403	187	267	93	60	354	319	186	286
283	115	242	132	123	344	185	306	222	301	46	385	180	10	16
350	28	154	360	334	268	159	174	24	109	168	280	374	328	343
206	137	53	102	246	42	395	125	293	40	219	373	117	109	290
160	117	309	119	85	174	254	41	86	189	357	48	59	218	303
214	238	240	249	389	3	386	64	314	323	120	91	395	202	377
287	130	329	347	94	162	87	261	45	269	34	356	69	126	230
227	80	310	177	58	191	341	266	98	139	200	293	213	73	14
89	74	8	386	231	331	226	355	83	304	296	258	279	26	81
105	320	260	9	335	194	119	115	60	130	216	44	107	355	61
341	58	279	57	369	6	227	394	133	281	390	10	195	277	154
214	199	158	14	369	324	157	205	81	344	300	326	160	13	65
15	35	229	192	132	53	339	107	153	302	298	280	345	323	387
112	104	50	33	187	161	59	115	198	342	202	125	284	61	37
390	347	300	154	177	37	293	370	75	170	202	375	55	242	131
248	163	375	245	270	190	55	116	123	78	277	125	9	208	198
199	354	350	335	35	39	258	23	270	360	120	45	402	202	257
56	297	101	92	286	343	237	212	219	30	196	189	300	267	290
345	315	253	168	381	201	126	378	192	40	153	1	91	247	182
392	216	223	370	173	3	87	265	281	155	73	147	341	279	201
166	17	288	345	383	24	187	125	213	400	346	104	2	137	313
116	95	17	287	235	29	127	337	140	210	60	191	149	190	359
25	39	205	10	197	97	114	95	12	198	211	2	308	57	247
7	82	196	294	212	56	149	245	125	327	132	268	126	217	83
402	117	98	290	236	345	392	106	33	16	285	171	20	245	136
133	68	388	246	209	369	84	62	289	137	30	323	11	221	44
186	58	103	248	269	29	276	180	151	282	390	84	365	159	51
131	9	117	108	223	397	53	176	244	3	184	214	326	135	290
263	126	166	277	10	319	14	363	344	320	284	170	179	375	295
140	243	131	339	191	262	368	185	35	116	4	317	254	16	194
57	196	15	219	74	261	334	48	382	56	375	322	75	170	66
49	381	301	91	22	196	360	338	57	228	133	378	260	367	12
151	175	85	257	180	124	213	184	399	267	89	2	103	34	204
286	147	177	191	87	243	151	118	318	272	153	77	251	344	53
6	273	392	215	345	161	242	361	383	340	70	282	186	243	356
205	117	24	390	395	357	246	360	118	385	23	8	355	351	186
318	77	281	28	34	49	302	38	368	252	145	298	231	244	287
209	150	338	266	328	365	336	317	206	149	2	252	220	402	204
53	255	301	176	46	227	154	354	95	295	179	189	50	30	47
118	355	105	302	231	256	389	364	21	193	267	288	196	240	20
315	126	356	403	236	162	132	216	55	281	191	228	141	49	61
326	317	263	285	335	275	278	44	260	226	57	321	7	269	358
154	196	203	355	186	8	171	360	273	204	53	202	105	327	177
329	245	166	364	58	258	277	179	25	223	394	170	37	60	2
127	301	11	52	237	232	197	324	355	334	268	320	264	403	338
197	325	319	271	226	290	215	371	187	179	55	224	244	343	239
293	245	81	124	16	252	120	262	116	130	83	247	313	78	5
61	278	238	149	49	221	13	175	147	220	154	339	99	204	97
105	34	76	208	177	330	250	200	393	401	16	106	228	399	303
202	76	117	142	39	356	38	44	243	315	113	114	308	148	160
236	371	124	399	159	324	403	117	347	129	386	360	40	15	271
379	237	152	364	328	128	216	351	315	341	65	395	223	140	269
85	222	344	203	330	34	124	81	247	391	229	121	256	134	374
79	73	378	54	41	380	51	125	239	157	141	55	148	101	30
25	354	77	317	327	156	6	86	362	277	350	106	382	275	1
58	398	41	23	273	109	294	33	72	63	21	176	73	165	12
193	211	375	63	314	221	43	311	136	69	162	11	81	244	142
150	46	102	320	76	147	90	171	385	11	194	131	376	352	379
77	370	235	250	64	63	280	197	215	389	178	213	88	195	339
214	305	253	67	268	156	397	337	89	20	127	111	323	143	218
375	395	397	63	387	10	95	334	78	168	307	324	101	383	306
167	270	62	234	34	323	71	298	358	352	254	238	339	161	345
13	245	380	343	121	230	51	105	395	145	24	186	323	77	313
113	242	274	154	266	377	118	396	368	149	125	91	153	169	22
170	394	365	70	160	46	295	378	27	168	108	158	226	99	81
352	236	4	142	263	26	222	156	32	218	121	350	256	116	332
363	158	18	227	80	354	20	272	356	353	28	256	282	247	148
72	145	228	124	47	20	77	167	205	8	400	81	115	233	18
23	147	54	311	51	234	295	16	395	272	199	117	392	175	154
120	323	280	263	85	133	287	147	380	331	162	54	187	305	152
120	402	301	282	371	23	307	83	49	311	334	365	352	324	328
281	55	313	102	118	241	259	283	271	230	139	268	321	163	340
253	125	266	299	213	232	334	390	85	391	281	157	110	367	370
357	118	24	201	380	301	210	181	398	165	83	249	144	48	270
103	272	402	273	279	327	255	267	85	370	299	87	205	237	282
15	276	37	173	106	51	272	337	229	257	290	136	313	192	78
79	153	347	210	309	123	65	120	59	372	10	26	6	57	45
138	33	35	327	385	259	131	234	333	261	194	144	56	390	346
319	296	301	130	152	222	48	311	329	261	356	283	8	213	172
217	219	83	355	40	185	126	57	252	317	383	260	342	174	81
45	124	122	314	33	342	180	368	146	85	40	259	403	30	271
340	157	110	120	208	370	11	272	180	229	235	218	276	216	294
334	336	395	152	120	306	354	145	206	350	246	203	205	268	43
147	255	46	228	281	325	3	152	224	26	285	333	86	368	258
148	55	255	101	274	143	83	108	188	263	14	31	48	127	352
38	250	301	235	77	105	339	278	111	135	318	244	45	294	236
215	260	79	214	140	278	373	205	26	56	257	73	50	2	136
130	306	72	277	218	168	302	311	256	203	233	232	259	182	113
100	163	121	337	29	55	85	210	150	253	367	109	106	103	76
20	136	266	153	173	355	31	169	109	91	396	328	71	267	5
320	316	300	349	351	224	151	228	48	355	207	119	356	70	403
254	352	91	114	211	360	371	251	172	68	269	268	309	19	277
223	45	228	26	98	238	134	333	259	55	64	199	216	178	250
250	87	39	299	360	267	395	168	67	376	257	208	54	68	94
139	273	77	298	305	150	266	293	380	141	319	118	167	229	122
360	295	167	235	20	252	111	30	101	90	268	217	139	221	117
10	263	252	305	361	198	275	152	164	154	71	342	21	143	23
218	109	35	14	88	388	207	172	47	391	263	367	49	296	167
220	274	159	351	160	258	157	59	50	60	394	318	324	371	100
149	175	305	180	301	267	363	185	214	309	216	381	308	92	94
251	157	289	1	91	385	367	216	68	358	13	59	113	153	141
174	80	13	226	140	275	201	236	146	149	297	239	36	103	105
216	390	266	118	325	171	344	132	128	91	45	269	65	100	111
47	197	76	203	86	170	296	94	257	271	348	384	57	89	288
329	176	396	109	272	66	274	52	321	393	331	252	57	314	114
90	289	249	81	247	257	263	305	270	116	237	219	387	265	297
34	70	307	303	192	366	329	365	81	310	57	72	338	157	18
200	299	107	256	102	28	41	86	130	61	329	371	43	380	159
82	379	183	208	108	323	274	106	77	131	394	20	86	31	357
220	66	58	205	199	191	163	142	251	75	33	119	189	229	190
297	144	86	313	128	375	161	136	352	359	198	134	340	130	207
231	115	13	330	367	74	175	385	311	315	224	149	403	322	397
31	217	339	241	289	222	100	22	111	115	60	361	189	166	92
46	266	238	274	137	299	77	364	129	68	25	33	319	38	170
147	369	86	319	333	192	376	278	395	254	172	90	3	273	354
168	81	113	126	315	66	310	297	343	280	288	161	107	119	350
170	222	209	308	166	133	317	136	211	309	268	145	178	320	47
325	383	260	17	372	196	104	206	275	343	276	168	214	271	2
64	35	351	247	39	309	124	265	385	128	274	104	242	317	338
63	202	245	319	77	364	108	84	312	255	264	301	210	122	48
141	14	132	394	401	92	63	270	72	58	373	380	262	280	180
280	25	50	165	101	8	53	138	263	169	254	220	39	76	398
211	291	28	32	67	346	37	217	95	295	207	307	371	214	162
292	403	282	251	154	337	171	38	139	48	185	62	288	246	295
205	304	261	291	62	122	312	142	184	257	139	255	330	192	83
87	376	96	78	253	326	166	165	388	236	246	239	39	355	57
292	333	129	62	248	396	273	380	157	66	230	36	363	184	24
296	186	73	69	345	168	132	269	195	164	255	64	161	30	105
100	151	57	368	176	365	112	306	76	346	350	202	72	61	326
210	375	251	269	303	17	35	41	101	400	379	178	38	331	248
368	204	295	291	125	254	115	1	37	287	322	77	139	98	274
69	384	353	186	254	161	131	119	344	99	235	225	68	115	3
269	157	289	108	261	313	2	295	129	266	360	358	352	154	186
99	127	278	280	24	149	354	312	140	157	84	122	100	72	399
337	195	178	29	244	61	102	78	160	243	235	66	334	222	333
305	116	146	31	119	112	315	54	37	313	263	135	229	255	164
116	122	365	303	264	60	374	76	87	35	107	129	288	114	77
208	271	55	254	143	186	18	152	12	311	184	122	42	374	225
248	402	103	340	144	223	354	142	151	174	276	219	294	185	165
8	60	240	108	348	396	221	388	47	12	220	328	39	23	26
254	394	291	123	226	292	287	5	298	400	4	330	39	29	162
101	362	203	37	43	268	204	337	311	265	117	124	115	253	370
74	217	301	232	119	149	180	330	308	121	212	300	130	362	10
301	302	244	354	112	87	58	9	197	363	398	177	261	76	386
4	312	70	133	232	202	326	118	384	378	402	379	311	82	183
178	310	287	229	233	8	45	266	281	171	190	330	245	317	219
255	174	327	104	326	31	178	34	384	103	343	353	219	232	208
181	316	240	231	131	81	162	195	37	180	394	22	149	58	219
399	19	197	306	44	10	311	140	131	307	241	79	338	347	129
195	226	261	230	18	264	314	310	130	178	192	188	361	141	262
48	8	381	27	210	141	322	201	67	180	375	335	215	11	71
153	215	294	186	279	169	63	110	237	403	35	239	333	56	113
19	244	215	276	175	263	232	157	107	70	115	55	242	165	77
276	181	72	146	133	100	261	317	94	31	330	38	284	206	28
72	192	65	289	63	3	346	352	6	148	332	142	80	326	260
296	56	166	74	284	219	360	125	227	230	385	382	262	96	8
209	206	354	178	167	329	237	112	324	302	233	250	72	66	300
112	181	335	254	321	171	394	248	252	280	26	30	331	88	3
59	92	101	258	281	265	308	279	182	234	187	42	231	180	36
260	271	38	261	300	98	21	210	327	156	278	118	67	374	339
284	393	37	179	20	136	154	278	175	309	205	346	42	366	382
201	177	225	266	68	197	66	166	94	9	322	348	81	35	349
36	34	53	267	218	269	184	328	403	295	268	255	51	52	49
232	284	188	388	111	243	176	147	27	183	61	19	311	235	108
402	267	67	141	53	249	237	205	168	129	386	317	324	303	357
209	148	301	401	85	235	16	395	73	68	285	248	133	31	315
341	115	5	114	93	136	76	168	340	203	49	78	380	384	143
226	288	315	220	164	96	105	125	107	181	90	304	45	149	327
244	215	311	7	293	146	307	112	377	330	349	200	240	73	221
155	43	333	288	82	162	268	245	189	77	281	299	56	384	61
367	375	322	102	346	383	242	100	215	331	40	98	30	277	186
140	363	97	145	148	373	197	19	254	258	346	353	146	172	16
226	297	89	171	115	316	190	150	159	301	129	164	307	141	156
96	273	73	148	153	251	319	283	364	95	392	236	149	47	113
61	242	334	125	74	71	220	137	49	222	260	184	376	300	206
226	25	96	37	295	164	250	151	161	255	53	311	370	376	355
25	64	136	39	86	152	342	280	388	124	42	258	189	297	241
234	315	205	284	36	306	172	398	304	260	18	281	177	38	151
83	106	390	272	29	250	138	384	392	20	203	306	96	110	43
244	302	197	353	192	293	82	128	21	43	363	305	162	321	12
300	257	349	162	211	381	76	312	109	288	189	119	229	184	60
187	167	352	275	56	290	325	376	304	327	4	136	102	229	226
237	162	263	330	32	255	389	203	251	239	180	305	383	226	81
325	221	375	260	195	222	349	124	373	385	372	200	118	280	18
40	50	194	373	11	201	324	245	338	155	147	9	345	182	397
26	222	329	159	112	269	129	86	322	18	7	6	223	365	402
187	3	161	300	377	261	376	138	140	46	135	123	90	13	146
319	175	348	74	308	331	320	23	395	140	20	160	169	97	262
45	389	16	171	345	88	361	222	322	121	282	156	336	219	42
166	208	312	344	50	155	178	369	403	220	293	7	105	170	21
154	75	311	182	95	65	91	353	324	187	342	296	42	105	186
174	303	259	288	194	30	169	222	354	70	106	167	403	258	51
167	193	368	276	378	373	290	154	143	374	136	111	295	16	142
230	214	325	29	267	37	291	47	48	52	81	26	403	399	62
171	97	127	109	197	69	355	28	282	181	19	375	32	263	304
390	309	287	60	53	15	54	246	169	122	67	123	341	72	352
120	81	340	70	158	24	356	214	322	353	15	357	309	239	94
198	323	359	15	373	352	82	326	79	312	283	227	287	272	49
187	284	66	223	58	15	227	354	308	313	105	95	274	8	290
203	189	183	266	96	182	235	221	329	55	247	354	94	389	121
313	209	344	275	277	213	259	145	19	165	182	202	98	256	381
284	132	262	77	240	277	107	401	104	362	65	123	1	190	204
378	354	218	288	259	283	333	16	214	246	206	6	401	355	53
199	378	206	251	381	259	235	151	202	248	138	296	278	96	128
402	177	157	68	394	375	34	332	17	3	180	115	147	73	129
322	270	3	62	313	346	337	201	6	224	57	164	154	274	367
156	212	51	215	63	316	117	188	384	226	165	323	209	338	5
229	351	96	364	331	174	316	42	214	107	1	278	271	164	346
364	341	400	333	270	372	359	22	53	318	48	347	32	219	14
298	375	368	60	63	363	24	359	129	355	231	244	124	25	330
102	138	366	260	398	298	73	179	295	56	134	187	241	148	14
14	116	321	171	167	267	355	164	241	207	366	47	45	113	20
295	326	369	328	257	206	373	228	74	162	297	103	173	343	25
68	281	365	345	162	212	396	77	271	395	301	342	47	209	353
85	344	342	178	25	379	271	158	362	141	95	48	335	130	287
261	389	7	104	378	129	42	4	97	188	264	342	363	334	72
387	15	365	220	142	361	320	76	239	259	133	301	159	245	63
66	178	350	256	23	366	285	187	119	333	395	174	59	209	224
286	29	339	36	64	57	300	245	398	90	181	322	103	19	391
21	375	65	230	341	41	377	2	63	202	321	196	353	313	334
208	268	224	37	342	189	320	300	376	367	303	249	232	260	348
261	34	357	161	335	266	403	207	160	276	87	148	33	77	104
130	336	9	326	12	145	351	399	90	151	104	364	374	259	386
44	263	389	388	181	34	252	267	260	54	350	92	109	17	64
